Fornecedor;idproduto;Nome do produto;Tipo de produto;Código de barras;Código interno;Agrupador;Imagem;Disponível;Url
Armazem Santa Maria;2a83694f-2c06-4630-bee4-490b0b808aad;MOIDA QUALITY BOV BEEF CONG 500G;Simples;7898677910028;7898677910028|37985;37985;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2a83694f-2c06-4630-bee4-490b0b808aad+461ae8e1-ab0e-4a9f-89b2-7bdae4b5cc27
Armazem Santa Maria;cc08a3e2-e0a1-42c7-8945-246b1b61f1c6;FARINHA KATARINA FINA 1KG;Simples;7898790025517;7898790025517|1135;1135;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/cc08a3e2-e0a1-42c7-8945-246b1b61f1c6+56f00d7a-411c-4064-a966-c40a5bc0f7f5
Armazem Santa Maria;45ab3b45-fe2d-436d-98ff-b298c09010c5;FEIJAO KATARINA 1KG RAJADO;Simples;7898790025678;7898790025630|9032;9032;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/45ab3b45-fe2d-436d-98ff-b298c09010c5+d9b1b1d6-0621-45d7-8953-e16d773096dc
Armazem Santa Maria;45ab3b45-fe2d-436d-98ff-b298c09010c5;FEIJAO KATARINA 1KG RAJADO;Simples;7898790025678;7898790025678|9032;9032;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/45ab3b45-fe2d-436d-98ff-b298c09010c5+8379151b-b644-44cd-8b73-0970bc051399
Armazem Santa Maria;f339df91-c29e-4012-ac94-775f040d724c;FEIJAO KATARINA 500G RAJADO;Simples;7898790025715;7898790025715|9047;9047;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f339df91-c29e-4012-ac94-775f040d724c+49d89f6e-b2d9-4926-b540-04af1f5587d6
Armazem Santa Maria;f57c01d1-112b-44d5-b0e3-56044d6b76ca;BICARBONATO DE SODIO LA NA ROCA 30G;Simples;7898885140798;7898885140798|24458;24458;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f57c01d1-112b-44d5-b0e3-56044d6b76ca+fbce233e-984e-4525-a7a4-b6c344504210
Armazem Santa Maria;93634973-ecd7-4852-a5f7-c1b1eaafeb8f;FORRA FOGAO TAKENTE 30UN;Simples;7898905347282;7898905347282|38489;38489;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/93634973-ecd7-4852-a5f7-c1b1eaafeb8f+4482d5e7-769c-4b51-8ae6-89b91c2d00a2
Armazem Santa Maria;77e0a235-c178-4a79-8e5f-2e823457cd35;OLEO COCO EXT VIRGEM COPRA SH 15ML;Simples;;7898905356246|34959;34959;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/77e0a235-c178-4a79-8e5f-2e823457cd35+e33cec1e-a82e-4004-88bb-5ddbac20040c
Armazem Santa Maria;6be45e69-6216-4665-8fe7-af4857f490f8;ADOCANTE XYLITOL NATUR VILA ALIMENT 150G;Simples;7898906169333;7898906169333|36103;36103;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/6be45e69-6216-4665-8fe7-af4857f490f8+760fe0ae-4cb0-4643-9041-e4cbc8651fd7
Armazem Santa Maria;284fbca7-3a5a-4a05-9244-32aa8bba066d;FARINHA DE CHIA VILA ALIMENTOS 200G;Simples;7898906170919;7898906170919|36105;36105;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/284fbca7-3a5a-4a05-9244-32aa8bba066d+7d848872-422a-4b00-921e-6f61bc897fe2
Armazem Santa Maria;2c321304-25f6-44e0-9fb1-5869e081b0e1;SAL ROSA FINO HIMALAIA VILA ALIM 120G;Simples;7898906170957;7898906170957|34966;34966;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2c321304-25f6-44e0-9fb1-5869e081b0e1+ea49ccef-34ca-44dc-aa42-860ea62e0d2a
Armazem Santa Maria;b3f52317-daef-4d17-b16b-a8ed689b24e2;PICOLE QSABOR COCO;Simples;7898906942035;7898906942035|19015;19015;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b3f52317-daef-4d17-b16b-a8ed689b24e2+fc6f19fd-c8ab-411c-8544-6ae58b91da57
Armazem Santa Maria;88570552-710e-471f-93c4-a5c1a7384f27;SORVETE QSABOR ACAI 100ML;Simples;7898906942097;7898906942097|18989;18989;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/88570552-710e-471f-93c4-a5c1a7384f27+b0a11e4e-6b2c-405b-8bc0-f4307dbc878c
Armazem Santa Maria;3af639bd-6766-40dc-bbe8-d00ae077f6c9;SORVETE QSABOR COCO 100ML;Simples;7898906942134;7898906942134|18982;18982;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/3af639bd-6766-40dc-bbe8-d00ae077f6c9+9340853b-afff-4f1a-8294-bf2edd2a1f0e
Armazem Santa Maria;a19c3737-4c54-4457-b316-3ac9cebc5446;SORVETE QSABOR  MORANGO 100ML;Simples;7898906942172;7898906942172|18977;18977;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/a19c3737-4c54-4457-b316-3ac9cebc5446+1a372fdc-477e-4c07-ac65-7f28365bcebb
Armazem Santa Maria;03aa7236-70df-4a3b-a3c3-ddaa711fe634;SORVETE QSABOR COCO 200ML;Simples;7898906942318;7898906942318|31176;31176;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/03aa7236-70df-4a3b-a3c3-ddaa711fe634+4af7bedd-e87b-478d-95eb-131f55db8449
Armazem Santa Maria;6bdac620-137e-4422-9c95-1b17e84d1600;SORVETE QSABOR MARACUJA 200ML;Simples;7898906942332;7898906942332|18961;18961;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/6bdac620-137e-4422-9c95-1b17e84d1600+19b2b763-74f7-471f-aa4c-490585f34288
Armazem Santa Maria;dae4c407-d513-4a3d-8bd8-fac516071edb;SORVETE QSABOR CHOCOLATE 200ML;Simples;7898906942363;7898906942363|28451;28451;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/dae4c407-d513-4a3d-8bd8-fac516071edb+3b10fef2-6b4d-49a4-980a-e43b539bb080
Armazem Santa Maria;90f39d6c-0542-4a87-a421-3400c7392fe9;SORVETE QSABOR CUPUACU 200ML;Simples;7898906942370;7898906942370|18964;18964;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/90f39d6c-0542-4a87-a421-3400c7392fe9+6e63ebcd-3c3e-488d-8ef6-d671c67451ff
Armazem Santa Maria;22d94865-39b2-4177-a549-d9a94cea281a;SORVETE QSABOR BACURI 200ML;Simples;7898906942387;7898906942387|18970;18970;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/22d94865-39b2-4177-a549-d9a94cea281a+622df8cd-7e53-4e5b-81a6-ef31723062fe
Armazem Santa Maria;f912b358-31b0-4b50-af66-fedcba16d11a;SORVETE QSABOR ACAI 450ML;Simples;7898906942455;7898906942455|18959;18959;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/f912b358-31b0-4b50-af66-fedcba16d11a+a5f6cec7-adfc-49d2-999f-38e8648c9b7e
Armazem Santa Maria;e997ffcd-80d5-4e50-ae55-8cab41934d55;SORVETE QSABOR TAPIOCA 450ML;Simples;7898906942509;7898906942509|25099;25099;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e997ffcd-80d5-4e50-ae55-8cab41934d55+18c264d4-381e-44eb-80dd-f264e5ad3c1b
Armazem Santa Maria;df119b14-aeff-4a9c-9779-1b6967c1d7b3;SORVETE QSABOR ACAI 1L;Simples;7898906942639;7898906942639|18974;18974;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/df119b14-aeff-4a9c-9779-1b6967c1d7b3+11600551-7f05-42a7-b2c7-b93a82a99229
Armazem Santa Maria;994255a7-e8ec-420d-b38a-6cfe28f30790;SORVETE QSABOR COCO 1L;Simples;7898906942677;7898906942677|27285;27285;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/994255a7-e8ec-420d-b38a-6cfe28f30790+440009b2-610c-4ab1-844c-b14b08294ec0
Armazem Santa Maria;e997ffcd-80d5-4e50-ae55-8cab41934d55;SORVETE QSABOR TAPIOCA 450ML;Simples;7898906942509;7898906942684|25099;25099;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e997ffcd-80d5-4e50-ae55-8cab41934d55+ebfac4f4-fe5f-4d8b-b903-bdaacffa7b97
Armazem Santa Maria;676878b3-c598-4ae9-a569-f68a4faa9256;SORVETE QSABOR BACURI 1L;Simples;7898906942745;7898906942745|32392;32392;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/676878b3-c598-4ae9-a569-f68a4faa9256+883c831d-8ee2-43aa-8f08-46bbd315cbf5
Armazem Santa Maria;c7631750-0134-4ca8-ac91-f7fb8c9c16ed;QUERO QUERO QSABOR CHOCOLATE;Simples;7898906943117;7898906943117|19003;19003;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/c7631750-0134-4ca8-ac91-f7fb8c9c16ed+f2d9d133-0906-4f19-810f-fc599c1de70d
Armazem Santa Maria;1e035d4e-9908-4f85-80b2-a696729b8a04;QUERO QUERO QSABOR LEITE COND;Simples;7898906943131;7898906943131|18998;18998;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1e035d4e-9908-4f85-80b2-a696729b8a04+2e64681c-1f39-4f7a-a2eb-e2ec148e3a37
Armazem Santa Maria;b80fc414-0b47-42ea-afa7-69530e88fc22;QUERO QUERO QSABOR MARACUJA;Simples;7898906943148;7898906943148|18997;18997;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b80fc414-0b47-42ea-afa7-69530e88fc22+b8ddb958-1a52-4271-9596-128ad5f7da8b
Armazem Santa Maria;59cf6f10-5f5b-40ca-aebe-14b466ca6e45;QUERO QUERO QSABOR MORANGO;Simples;7898906943162;7898906943162|18994;18994;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/59cf6f10-5f5b-40ca-aebe-14b466ca6e45+53d7f76b-db74-4ceb-9db8-fbc0fccdeee7
Armazem Santa Maria;5085cb20-0067-476d-9c01-cae16ab182d6;QUERO QUERO QSABOR UVA;Simples;7898906943186;7898906943186|18992;18992;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5085cb20-0067-476d-9c01-cae16ab182d6+bc1f857c-4488-48af-9d0b-be872205d831
Armazem Santa Maria;b6ef951d-b5a5-4ed5-ad9d-c3e99577ff1b;SORVETE QSABOR  BRIGADEIRO 450ML;Simples;7898906943230;7898906943230|18955;18955;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b6ef951d-b5a5-4ed5-ad9d-c3e99577ff1b+060fa489-ba7b-4f5b-a3bf-18d8d5a7c074
Armazem Santa Maria;708d48f6-20a9-44a5-af80-1daa812f5cf1;RODO PLASTICO B N 30CM N.2;Simples;7898908221336;7898908221336|38821;38821;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/708d48f6-20a9-44a5-af80-1daa812f5cf1+b13b7711-a6cb-42b7-9355-98d2c0f98649
Armazem Santa Maria;e33b21a4-134b-4065-a569-85cd9995393d;TUCUPI SABOR AMAZONIA 2L;Simples;7898910697068;7898910697068|17332;17332;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e33b21a4-134b-4065-a569-85cd9995393d+06eb1013-0ed0-472c-b3ec-b3758bb9e6bb
Armazem Santa Maria;77d3441f-69a2-4e4f-b53a-8c0df5680e7a;MOLHO PIMENTA SABOR AMAZONIA MALAG 150ML;Simples;7898910697129;7898910697129|15062;15062;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/77d3441f-69a2-4e4f-b53a-8c0df5680e7a+46f99c68-8dee-4215-8858-c929cea18a3a
Armazem Santa Maria;93ebc36d-a78e-4000-9bd9-8cb225e5dd0d;ARROZ PARA CAES PARBOILIZADO 5KG;Simples;7898911195112;7898911195112|8768;8768;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/93ebc36d-a78e-4000-9bd9-8cb225e5dd0d+53e3b7eb-aff7-4f35-ae6e-0d2edb8169a3
Armazem Santa Maria;84d83ce9-cd23-47b9-9790-199347dac994;MANTEIGA CRIS 200G;Simples;;7898911520013|26667;26667;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/84d83ce9-cd23-47b9-9790-199347dac994+db38b4e4-6ec3-4d8c-94c9-2a33c9353220
Armazem Santa Maria;9cba082c-3c99-4de7-a2eb-336740f5c780;MANTEIGA MINASLAC PT 500G;Simples;7898911520440;7898911520396|35836;35836;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/9cba082c-3c99-4de7-a2eb-336740f5c780+4fddfbd8-be13-4659-b414-f34f5cba2278
Armazem Santa Maria;537c5233-3914-4371-b5d4-40d5fec1444e;VARAL MULTIUSO CATA VENTO MINI C/12;Simples;7898912293329;7898912293329|31867;31867;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/537c5233-3914-4371-b5d4-40d5fec1444e+b54aa647-1574-4eec-b28e-ca4a844556a8
Armazem Santa Maria;8b38eeaf-1eae-4391-8a84-0be7947cdfdf;MANTEIGA NATURAL DA VACA C SAL 5KG;Simples;7898912485380;7898912485182|38359;38359;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/8b38eeaf-1eae-4391-8a84-0be7947cdfdf+96b17436-1348-4643-8cdd-ba51dbbae926
Armazem Santa Maria;bdaba318-73af-4d7b-b7ff-55ebbeb725f2;PALITO DENTE BILLA 100UN;Simples;7898918339151;7898918339151|1953;1953;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/bdaba318-73af-4d7b-b7ff-55ebbeb725f2+142dbdea-1510-4cca-bd8c-9c9b6302a35e
Armazem Santa Maria;1594c57e-f548-4d10-95d1-98398fe21115;FILME PVC BILLA 28X15MTS;Simples;7898918339748;7898918339748|30633;30633;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1594c57e-f548-4d10-95d1-98398fe21115+7af545cd-582f-47e7-abc4-3abb1155527c
Armazem Santa Maria;e987c7fa-d19f-4fed-a287-bfc2c5ffc7e2;FILME PVC BILLA 28X30MTS;Simples;7898918339755;7898918339755|30634;30634;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e987c7fa-d19f-4fed-a287-bfc2c5ffc7e2+30b2f3d5-5261-4c9e-9e4d-83d493d7a6f9
Armazem Santa Maria;525f9d6d-a6e8-4c0e-a6d6-bbe5e805a950;NECTAR NUTRI TANGERINA 200ML;Simples;7898920195950;7898920195950|35267;35267;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/525f9d6d-a6e8-4c0e-a6d6-bbe5e805a950+245a7047-82e1-492f-8937-650e563964a8
Armazem Santa Maria;476a12b4-d588-44b5-ad29-34c7dfc7bce2;ALHO EMBALADO SABOR AMAZONIA 500G;Simples;7898920200036;7898920200036|30648;30648;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/476a12b4-d588-44b5-ad29-34c7dfc7bce2+909f4d0d-7043-432a-bf09-85f4ef62d5c5
Armazem Santa Maria;7fa6376d-8796-40b5-9120-bebda426fc9f;SAL GROSSO TEMP CASEI SABOR DA ROCA 500G;Simples;7898921001090;7898921001090|30921;30921;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/7fa6376d-8796-40b5-9120-bebda426fc9f+9e441be4-905f-41a5-85b7-6b68896cbbec
Armazem Santa Maria;516003e2-8e92-4c93-bad1-7f08f5262130;ERVA DOCE LA NA ROCA 30G;Simples;7898921001175;7898921001175|23442;23442;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/516003e2-8e92-4c93-bad1-7f08f5262130+b5428a2f-d546-46d6-98e9-3b925a0a5f81
Armazem Santa Maria;5f22240c-783c-41fa-81ad-35ad7eea08d1;ALECRIM LA NA ROCA 20G;Simples;7898921001335;7898921001335|23462;23462;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5f22240c-783c-41fa-81ad-35ad7eea08d1+c05e370e-f1f5-4edd-bd8f-fe03a6a6a270
Armazem Santa Maria;c25dcc83-36d2-462e-87e4-9dcc4b17f1bf;SALSICHA HOT DOG LARANJAL KG;Simples;;7898922342130|38252;38252;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/c25dcc83-36d2-462e-87e4-9dcc4b17f1bf+087d8110-cf94-421f-b92e-1a450644f0ec
Armazem Santa Maria;2caca691-0627-46a2-81c0-27b6ee905012;SALSICHA FRANGO LARANJAL KG;Simples;;7898922342468|36815;36815;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2caca691-0627-46a2-81c0-27b6ee905012+d16ba26f-eb3f-435d-9f64-676bfa186181
Armazem Santa Maria;b9994375-23ba-4ca6-856d-d60181910bfe;VELA LITURG LUZ VDA N SR NAZARE 334G;Simples;7898925810254;7898925810254|7254;7254;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b9994375-23ba-4ca6-856d-d60181910bfe+02ecd4cf-aafc-44e0-b885-b938bd58622c
Armazem Santa Maria;d3c7c395-8c31-4cce-86f2-ce8f04ada527;VELA LITURG LUZ VDA N SR PERT SOCOR 334G;Simples;7898925810278;7898925810278|7256;7256;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d3c7c395-8c31-4cce-86f2-ce8f04ada527+b97be576-6e98-434e-93f3-8fe2bace9e89
Armazem Santa Maria;501c35a3-5507-437b-bed3-d442d4837f7a;VELA LITURG LUZ VDA N SR APAREC 334G;Simples;7898925810285;7898925810285|7255;7255;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/501c35a3-5507-437b-bed3-d442d4837f7a+1fe9c14c-afc3-4dc0-aa25-1aac88d55e48
Armazem Santa Maria;42734205-7089-4110-86bf-62197b17d939;VELA LITURG LUZ VDA SAO JORGE 334G;Simples;7898925810308;7898925810308|7252;7252;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/42734205-7089-4110-86bf-62197b17d939+1a1fef42-a070-4c94-9144-5f2783c2f54f
Armazem Santa Maria;54fd4612-a79f-4a5f-96e9-4d7b023ce904;VELA LITURG LUZ VIDA SAO JOSE 334G;Simples;7898925810384;7898925810384|35124;35124;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/54fd4612-a79f-4a5f-96e9-4d7b023ce904+5afaa33d-f58c-4627-aeac-8da3ecd2fdd8
Armazem Santa Maria;5134f674-bdd9-4212-8bb5-72c9653b504b;VELA VIDA LUZ N 5;Simples;7898925810445;7898925810445|731;731;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5134f674-bdd9-4212-8bb5-72c9653b504b+3b9f7639-3af4-4bf4-9c8f-c2a384af02f0
Armazem Santa Maria;635ab049-6c07-42a5-b7f6-1e493b0cf8b3;VELA LUZ VIDA BRANCA N 5;Simples;7898925899273;7898925899273|727;727;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/635ab049-6c07-42a5-b7f6-1e493b0cf8b3+192ef40e-dfca-4706-ba53-435f5631e884
Armazem Santa Maria;99f29463-d8c7-4976-883e-8f89fd52baf3;VELA LITURG LUZ VIDA N 50 VERMELHA;Simples;7898925899440;7898925899440|725;725;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/99f29463-d8c7-4976-883e-8f89fd52baf3+63afd539-841f-4fac-85f5-c0b6809add5d
Armazem Santa Maria;ccf12db5-9a54-4eec-9a75-3ccd577bb8f7;VELA LITURG LUZ VDA N 50 PRETA;Simples;7898925899488;7898925899488|723;723;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/ccf12db5-9a54-4eec-9a75-3ccd577bb8f7+bcefe81f-a851-457a-92d5-664338639792
Armazem Santa Maria;ae365229-858b-4dea-8fab-cd3fc0ed27b8;VASSOURA VARRE CANTO PLUS D N.21;Simples;7898927066321;7898927066321|32566;32566;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/ae365229-858b-4dea-8fab-cd3fc0ed27b8+14bbbda8-82ce-455f-9cdf-ad6988b775ef
Armazem Santa Maria;702d5b64-9311-498b-a194-3d5620a0bb18;VASSOURA PETY SHOPPING G N.28;Simples;7898927066437;7898927066437|32547;32547;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/702d5b64-9311-498b-a194-3d5620a0bb18+da0268a1-e576-46e3-be70-9e75410fffef
Armazem Santa Maria;0207c67b-bd36-4702-89bf-2e44b227dfd6;CADERNO MAXIMA X GIRL 200FLS;Simples;7898927470449;7898927470449|34722;34722;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/0207c67b-bd36-4702-89bf-2e44b227dfd6+7719cc85-7886-41c9-9171-01bfdda49111
Armazem Santa Maria;eef625b6-af1f-42d8-8dbe-42b2b1da8ce8;CADERNO MAXICARS 96FLS;Simples;7898927470876;7898927470876|34711;34711;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/eef625b6-af1f-42d8-8dbe-42b2b1da8ce8+6ad07951-34df-44d9-9786-cc2f3ef02811
Armazem Santa Maria;2e57177e-eb29-4c32-bdb1-2726f84bd6ca;CADERNO MAXIMA X SPORTS 200FLS;Simples;7898927470913;7898927470913|34715;34715;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2e57177e-eb29-4c32-bdb1-2726f84bd6ca+2e1e4b02-2128-431a-8376-c425408111c3
Armazem Santa Maria;2e57177e-eb29-4c32-bdb1-2726f84bd6ca;CADERNO MAXIMA X SPORTS 200FLS;Simples;7898927470913;7898927470915|34715;34715;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/2e57177e-eb29-4c32-bdb1-2726f84bd6ca+e9b6e355-cc40-4790-9a44-cab42d4c79b4
Armazem Santa Maria;66c11ca1-f376-449d-aa7f-d4db6fff381f;DUETO MILHO ERVILHA STELLA DORO LT 280G;Simples;7898930141572;7898930141084|34447;34447;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/66c11ca1-f376-449d-aa7f-d4db6fff381f+0f149341-e7ea-4ce4-b14c-faa48c1aef9c
Armazem Santa Maria;0cbf2088-3714-4af0-80ea-6305d2aab1f7;MAIONESE STELLA TRADIC SH 1,02KG;Simples;7898930142746;7898930142746|36449;36449;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/0cbf2088-3714-4af0-80ea-6305d2aab1f7+4796acfe-ce24-4a71-ac10-4b9f248ec664
Armazem Santa Maria;d45d40ed-15b4-4b6e-b1cb-9a11a4d3606e;AZEITONA VERDE INT MARATA PET 110G;Simples;7898932426257;7898932426257|38267;38267;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d45d40ed-15b4-4b6e-b1cb-9a11a4d3606e+27e4e3ce-1e68-4e9f-9b3d-ceb3b0b2dd52
Armazem Santa Maria;1f50049e-433c-4445-9539-ef3165e786cc;CADERNO MAXIMA MOTO 200FLS;Simples;7898933434671;7898933434671|34713;34713;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/1f50049e-433c-4445-9539-ef3165e786cc+d08e1951-3db3-4839-bb46-007a54da0e66
Armazem Santa Maria;e55b52a3-ac20-4d80-b1d7-3e1ebfafd5a1;PANO CHAO ALVEJADO CC DANTEX 43X70CM;Simples;7898934826062;7898934826062|37298;37298;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/e55b52a3-ac20-4d80-b1d7-3e1ebfafd5a1+876159a0-2ed7-402b-9b5d-04033489d3e2
Armazem Santa Maria;c404bcd2-446c-47f9-a063-ac4b86fcb073;TOALHA COZ CIA DULAR XADREZ LARGO 45X68;Simples;7898936463388;7898936463388|21037;21037;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/c404bcd2-446c-47f9-a063-ac4b86fcb073+a628ecb4-bed3-4716-b64b-28fd2e4c5f84
Armazem Santa Maria;a9327c64-e19e-47b6-adff-de745a947c6d;TAPETE CIA DULAR NYLON 30X50;Simples;7898936463548;7898936463548|21041;21041;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/a9327c64-e19e-47b6-adff-de745a947c6d+0d7875a3-4af0-4e6a-ad9f-228753070951
Armazem Santa Maria;b99a091b-9af3-4e1c-ab7b-fd1384824188;PASSADEIRA DE NYLON CIA DULAR 30X100CM;Simples;7898936463555;7898936463555|25433;25433;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/b99a091b-9af3-4e1c-ab7b-fd1384824188+cf8337af-7754-4ff0-b59e-1d60a704bd92
Armazem Santa Maria;5bd97eec-87b3-495c-81ce-1007d02e1613;SACO ALVEJADO GROSSO CIA DULAR 43X67CM;Simples;7898936463920;7898936463920|21039;21039;Não;Sim;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/5bd97eec-87b3-495c-81ce-1007d02e1613+9397d72f-6a32-4d78-bc9f-ca40b339172d
Armazem Santa Maria;7463e946-a727-4e45-a392-dae8cfea6725;VASSOURA PIACAVA M;Simples;7898939479140;7898939479140|5681;5681;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/7463e946-a727-4e45-a392-dae8cfea6725+776efb30-6009-4148-9980-cb012e9d3400
Armazem Santa Maria;d9c1404b-903f-41b9-a3de-308858197602;MASCARA HASKE TERMICA 250G;Simples;7898944073074;7898944073074|22572;22572;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/d9c1404b-903f-41b9-a3de-308858197602+db8f89fa-6a49-4a71-9254-b6f5afd27277
Armazem Santa Maria;4fd27ad2-3b1f-4c58-93d0-35ed651154e4;SHAMP HASKELL TUTANO 300ML;Simples;7898944073166;7898944073166|5463;5463;Não;Não;/commerce/fc4bfbb5-f9ea-4066-acbb-7ae92fbc207a/produto/4fd27ad2-3b1f-4c58-93d0-35ed651154e4+5d8ba75b-dcb1-45ac-a305-75a6d248b38d
